File,Outputs,Mean [ms],StdDev [ms],RelStdDev [%],Best [ms],Median [ms],Worst [ms], ResultsConsistent, Results
Ru1/prusti/verify_overflow/pass/binary_search2.rs/tests_verify_overflow_pass_binary_search2_binary_search2.rs_binary_search2--binary_search-Both.vpr,0,2372,1,0,2371,2371,2374,true,success,boogieTime=1758
Ru1/prusti/verify_overflow/pass/binary_search2.rs/tests_verify_overflow_pass_binary_search2_binary_search2.rs_binary_search2--main-Both.vpr,0,485,6,1,477,488,491,true,success,boogieTime=449
Ru1/prusti/verify_overflow/pass/extern-spec/linked-list.rs/tests_verify_overflow_pass_extern-spec_linked-list_linked-list.rs_linked_list--main-Both.vpr,0,3405,13,0,3386,3414,3416,true,success,boogieTime=2480
Ru1/prusti/verify_overflow/pass/nfm22/add_overflow.rs/tests_verify_overflow_pass_nfm22_add_overflow_add_overflow.rs_add_overflow--Height--add-Both.vpr,0,632,5,0,624,636,636,true,success,boogieTime=569
Ru1/prusti/verify_overflow/pass/nfm22/add_overflow.rs/tests_verify_overflow_pass_nfm22_add_overflow_add_overflow.rs_add_overflow--main-Both.vpr,0,478,3,0,475,477,484,true,success,boogieTime=454
Ru1/prusti/verify_overflow/pass/nfm22/binary_search_slice.rs/tests_verify_overflow_pass_nfm22_binary_search_slice_binary_search_slice.rs_binary_search_slice--main-Both.vpr,0,1075,2,0,1072,1076,1078,true,success,boogieTime=901
Ru1/prusti/verify_overflow/pass/nfm22/binary_search_slice.rs/tests_verify_overflow_pass_nfm22_binary_search_slice_binary_search_slice.rs_binary_search_slice--search_fixed-Both.vpr,0,1489,7,0,1478,1493,1496,true,success,boogieTime=1149
Ru1/prusti/verify_overflow/pass/nfm22/bst_generics.rs/tests_verify_overflow_pass_nfm22_bst_generics_bst_generics.rs_bst_generics--Tree---openang-T-closeang---contains-Bot.vpr,0,1456,4,0,1452,1453,1463,true,success,boogieTime=1214
Ru1/prusti/verify_overflow/pass/nfm22/bst_generics.rs/tests_verify_overflow_pass_nfm22_bst_generics_bst_generics.rs_bst_generics--Tree---openang-T-closeang---get_root_val.vpr,4,1818,4,0,1812,1821,1821,true,697.3-package.failed:assertion.false;773.130-application.precondition:insufficient.permission;775.355-application.precondition:insufficient.permission;780.354-application.precondition:insufficient.permission,boogieTime=1460
Ru1/prusti/verify_overflow/pass/nfm22/bst_generics.rs/tests_verify_overflow_pass_nfm22_bst_generics_bst_generics.rs_bst_generics--Tree---openang-T-closeang---insert-Both.vpr,4,3691,251,6,3482,3548,4045,true,1116.10-assert.failed:assertion.false;891.10-assert.failed:assertion.false;969.10-assert.failed:assertion.false;969.10-assert.failed:assertion.false,boogieTime=3132
Ru1/prusti/verify_overflow/pass/nfm22/bst_generics.rs/tests_verify_overflow_pass_nfm22_bst_generics_bst_generics.rs_bst_generics--main-Both.vpr,0,823,1,0,822,824,825,true,success,boogieTime=684
Ru1/prusti/verify_overflow/pass/nfm22/bst_generics.rs/tests_verify_overflow_pass_nfm22_bst_generics_bst_generics.rs_bst_generics--snap-Both.vpr,0,487,6,1,478,491,492,true,success,boogieTime=443
Ru1/prusti/verify_overflow/pass/nfm22/bst_generics_paper.rs/tests_verify_overflow_pass_nfm22_bst_generics_paper_bst_generics_paper.rs_bst_generics_paper--Tree---openang-T-close.vpr,4,1868,36,1,1818,1887,1901,true,662.3-package.failed:assertion.false;738.130-application.precondition:insufficient.permission;740.355-application.precondition:insufficient.permission;745.354-application.precondition:insufficient.permission,boogieTime=1565
Ru1/prusti/verify_overflow/pass/nfm22/bst_generics_paper.rs/tests_verify_overflow_pass_nfm22_bst_generics_paper_bst_generics_paper.rs_bst_generics_paper--main-Both.vpr,3,1710,56,3,1641,1711,1779,true,814.10-assert.failed:assertion.false;839.10-assert.failed:assertion.false;868.10-assert.failed:assertion.false,boogieTime=1369
Ru1/prusti/verify_overflow/pass/nll-rfc/message.rs/tests_verify_overflow_pass_nll-rfc_message_message.rs_message--MessageOption--is_some-Both.vpr,0,621,4,0,615,622,627,true,success,boogieTime=568
Ru1/prusti/verify_overflow/pass/nll-rfc/message.rs/tests_verify_overflow_pass_nll-rfc_message_message.rs_message--MessageOption--take-Both.vpr,0,694,4,0,688,696,699,true,success,boogieTime=632
Ru1/prusti/verify_overflow/pass/nll-rfc/message.rs/tests_verify_overflow_pass_nll-rfc_message_message.rs_message--main-Both.vpr,0,476,0,0,475,476,477,true,success,boogieTime=454
Ru1/prusti/verify_overflow/pass/nll-rfc/message.rs/tests_verify_overflow_pass_nll-rfc_message_message.rs_message--process-Both.vpr,0,483,2,0,480,484,486,true,success,boogieTime=460
Ru1/prusti/verify_overflow/pass/nll-rfc/message.rs/tests_verify_overflow_pass_nll-rfc_message_message.rs_message--router-Both.vpr,0,1529,5,0,1522,1532,1534,true,success,boogieTime=1252
Ru1/prusti/verify_overflow/pass/overflow/bisect.rs/tests_verify_overflow_pass_overflow_bisect_bisect.rs_bisect--bisect-Both.vpr,0,1270,4,0,1265,1271,1276,true,success,boogieTime=990
Ru1/prusti/verify_overflow/pass/overflow/bisect.rs/tests_verify_overflow_pass_overflow_bisect_bisect.rs_bisect--main-Both.vpr,0,491,1,0,489,491,493,true,success,boogieTime=458
Ru1/prusti/verify_overflow/pass/rosetta/100_doors.rs/tests_verify_overflow_pass_rosetta_100_doors_100_doors.rs_100_doors--doors1-Both.vpr,0,2406,9,0,2395,2407,2417,true,success,boogieTime=1843
Ru1/prusti/verify_overflow/pass/rosetta/100_doors.rs/tests_verify_overflow_pass_rosetta_100_doors_100_doors.rs_100_doors--doors4-Both.vpr,0,703,7,0,697,700,714,true,success,boogieTime=612
Ru1/prusti/verify_overflow/pass/rosetta/100_doors.rs/tests_verify_overflow_pass_rosetta_100_doors_100_doors.rs_100_doors--main-Both.vpr,0,485,6,1,477,486,492,true,success,boogieTime=454
Ru1/prusti/verify_overflow/pass/rosetta/100_doors_generic.rs/tests_verify_overflow_pass_rosetta_100_doors_generic_100_doors_generic.rs_100_doors_generic--doors1-Both.vpr,0,2106,21,0,2088,2096,2136,true,success,boogieTime=1527
Ru1/prusti/verify_overflow/pass/rosetta/100_doors_generic.rs/tests_verify_overflow_pass_rosetta_100_doors_generic_100_doors_generic.rs_100_doors_generic--doors4-Both.vpr,0,703,7,0,694,705,712,true,success,boogieTime=611
Ru1/prusti/verify_overflow/pass/rosetta/100_doors_generic.rs/tests_verify_overflow_pass_rosetta_100_doors_generic_100_doors_generic.rs_100_doors_generic--main-Both.vpr,0,477,5,1,471,477,484,true,success,boogieTime=447
Ru1/prusti/verify_overflow/pass/rosetta/binary_search.rs/tests_verify_overflow_pass_rosetta_Binary_search_Binary_search.rs_Binary_search--UsizeOption--is_none-Both.vpr,0,609,1,0,608,609,611,true,success,boogieTime=540
Ru1/prusti/verify_overflow/pass/rosetta/binary_search.rs/tests_verify_overflow_pass_rosetta_Binary_search_Binary_search.rs_Binary_search--UsizeOption--is_some-Both.vpr,0,611,4,0,607,610,617,true,success,boogieTime=546
Ru1/prusti/verify_overflow/pass/rosetta/binary_search.rs/tests_verify_overflow_pass_rosetta_Binary_search_Binary_search.rs_Binary_search--UsizeOption--peek-Both.vpr,0,670,4,0,664,671,675,true,success,boogieTime=590
Ru1/prusti/verify_overflow/pass/rosetta/binary_search.rs/tests_verify_overflow_pass_rosetta_Binary_search_Binary_search.rs_Binary_search--binary_search-Both.vpr,3,4050,4,0,4046,4047,4057,true,1635.10-assert.failed:assertion.false;1635.10-assert.failed:assertion.false;1744.10-assert.failed:assertion.false,boogieTime=3110
Ru1/prusti/verify_overflow/pass/rosetta/binary_search.rs/tests_verify_overflow_pass_rosetta_Binary_search_Binary_search.rs_Binary_search--cmp-Both.vpr,0,639,10,1,625,644,648,true,success,boogieTime=553
Ru1/prusti/verify_overflow/pass/rosetta/binary_search.rs/tests_verify_overflow_pass_rosetta_Binary_search_Binary_search.rs_Binary_search--main-Both.vpr,0,478,1,0,477,478,480,true,success,boogieTime=453
Ru1/prusti/verify_overflow/pass/rosetta/binary_search_shared.rs/tests_verify_overflow_pass_rosetta_Binary_search_shared_Binary_search_shared.rs_Binary_search_shared--UsizeOption--i.vpr,0,606,5,0,599,608,612,true,success,boogieTime=558
Ru1/prusti/verify_overflow/pass/rosetta/binary_search_shared.rs/tests_verify_overflow_pass_rosetta_Binary_search_shared_Binary_search_shared.rs_Binary_search_shared--UsizeOption--p.vpr,0,671,11,1,658,671,686,true,success,boogieTime=589
Ru1/prusti/verify_overflow/pass/rosetta/binary_search_shared.rs/tests_verify_overflow_pass_rosetta_Binary_search_shared_Binary_search_shared.rs_Binary_search_shared--binary_search-.vpr,0,4094,26,0,4061,4096,4125,true,success,boogieTime=3149
Ru1/prusti/verify_overflow/pass/rosetta/binary_search_shared.rs/tests_verify_overflow_pass_rosetta_Binary_search_shared_Binary_search_shared.rs_Binary_search_shared--cmp-Both.vpr,0,595,0,0,595,595,596,true,success,boogieTime=520
Ru1/prusti/verify_overflow/pass/rosetta/binary_search_shared.rs/tests_verify_overflow_pass_rosetta_Binary_search_shared_Binary_search_shared.rs_Binary_search_shared--main-Both.vpr,0,476,2,0,475,475,480,true,success,boogieTime=447
Ru1/prusti/verify_overflow/pass/rosetta/knuth_shuffle.rs/tests_verify_overflow_pass_rosetta_Knuth_shuffle_Knuth_shuffle.rs_Knuth_shuffle--knuth_shuffle-Both.vpr,0,1057,9,0,1046,1058,1068,true,success,boogieTime=817
Ru1/prusti/verify_overflow/pass/rosetta/knuth_shuffle.rs/tests_verify_overflow_pass_rosetta_Knuth_shuffle_Knuth_shuffle.rs_Knuth_shuffle--main-Both.vpr,0,485,3,0,481,486,490,true,success,boogieTime=446
Ru1/prusti/verify_overflow/pass/rosetta/knuth_shuffle.rs/tests_verify_overflow_pass_rosetta_Knuth_shuffle_Knuth_shuffle.rs_Knuth_shuffle--test-Both.vpr,0,715,3,0,711,717,719,true,success,boogieTime=621
Ru1/prusti/verify_overflow/pass/rosetta/selection_sort-2.rs/tests_verify_pass_arrays_selection_sort-2_selection_sort-2.rs_selection_sort_2--main-Both.vpr,0,490,3,0,486,491,494,true,success,boogieTime=448
Ru1/prusti/verify_overflow/pass/rosetta/selection_sort-2.rs/tests_verify_pass_arrays_selection_sort-2_selection_sort-2.rs_selection_sort_2--selection_sort-Both.vpr,0,5626,81,1,5514,5659,5706,true,success,boogieTime=4771
Ru1/prusti/verify_overflow/pass/rosetta/selection_sort-2.rs/tests_verify_pass_arrays_selection_sort-2_selection_sort-2.rs_selection_sort_2--set-Both.vpr,0,671,3,0,667,672,676,true,success,boogieTime=586
Ru1/prusti/verify_overflow/pass/rosetta/selection_sort.rs/tests_verify_overflow_pass_rosetta_Selection_sort_Selection_sort.rs_Selection_sort--main-Both.vpr,0,484,2,0,481,486,487,true,success,boogieTime=463
Ru1/prusti/verify_overflow/pass/rosetta/selection_sort.rs/tests_verify_overflow_pass_rosetta_Selection_sort_Selection_sort.rs_Selection_sort--selection_sort-Both.vpr,3,10635,116,1,10508,10610,10789,true,1548.10-assert.failed:assertion.false;1548.10-assert.failed:assertion.false;1965.10-assert.failed:assertion.false,boogieTime=8107
Ru1/prusti/verify_overflow/pass/rosetta/selection_sort.rs/tests_verify_overflow_pass_rosetta_Selection_sort_Selection_sort.rs_Selection_sort--test-Both.vpr,0,1627,17,1,1609,1623,1651,true,success,boogieTime=1334
Ru1/prusti/verify_overflow/pass/rosetta/selection_sort_generic.rs/tests_verify_overflow_pass_rosetta_Selection_sort_generic_Selection_sort_generic.rs_Selection_sort_generic--main-Bot.vpr,0,494,2,0,491,495,496,true,success,boogieTime=458
Ru1/prusti/verify_overflow/pass/rosetta/selection_sort_generic.rs/tests_verify_overflow_pass_rosetta_Selection_sort_generic_Selection_sort_generic.rs_Selection_sort_generic--selectio.vpr,0,4317,85,1,4232,4286,4434,true,success,boogieTime=3691
Ru1/prusti/verify_overflow/pass/rosetta/selection_sort_generic.rs/tests_verify_overflow_pass_rosetta_Selection_sort_generic_Selection_sort_generic.rs_Selection_sort_generic--test-Bot.vpr,0,954,11,1,940,957,967,true,success,boogieTime=786
Ru1/prusti/verify_overflow/pass/rosetta/singly_linked_list.rs/tests_verify_overflow_pass_rosetta_Singly_Linked_List_Singly_Linked_List.rs_Singly_Linked_List---openang-IntoIter-op.vpr,0,1040,2,0,1038,1042,1042,true,success,boogieTime=913
Ru1/prusti/verify_overflow/pass/rosetta/singly_linked_list.rs/tests_verify_overflow_pass_rosetta_Singly_Linked_List_Singly_Linked_List.rs_Singly_Linked_List--List---openang-T-clo.vpr,0,834,2,0,831,833,838,true,success,boogieTime=722
Ru1/prusti/verify_overflow/pass/rosetta/singly_linked_list.rs/tests_verify_overflow_pass_rosetta_Singly_Linked_List_Singly_Linked_List.rs_Singly_Linked_List--main-Both.vpr,0,484,2,0,481,486,486,true,success,boogieTime=463
Ru1/prusti/verify_overflow/pass/rosetta/singly_linked_list.rs/tests_verify_overflow_pass_rosetta_Singly_Linked_List_Singly_Linked_List.rs_Singly_Linked_List--test-Both.vpr,0,499,4,0,493,502,503,true,success,boogieTime=456
Ru2/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_-openang-Test-space-as-space-std--clone--Clone-closeang---clone-CoreProof_model2.rs_-openang-Test-space-as.vpr,0,3533,209,5,3369,3402,3828,true,success,boogieTime=4118
Ru2/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_-openang-Tmp-space-as-space-std--clone--Clone-closeang---clone-CoreProof_model2.rs_-openang-Tmp-space-as-s.vpr,0,939,3,0,937,938,944,true,success,boogieTime=810
Ru2/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_LinkedList--len-CoreProof_model2.rs_LinkedList--len-CoreProof.vpr,1,600793,0,0,600793,600793,600793,true,<no position>-timeout.error,boogieTime=600126
Ru2/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_LinkedList--len_mut2-CoreProof_model2.rs_LinkedList--len_mut2-CoreProof.vpr,1,601121,0,0,601121,601121,601121,true,<no position>-timeout.error,boogieTime=600126
Ru2/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_LinkedList--len_shared-CoreProof_model2.rs_LinkedList--len_shared-CoreProof.vpr,1,601124,0,0,601124,601124,601124,true,<no position>-timeout.error,boogieTime=600130
Ru2/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_LinkedList--len_shared2-CoreProof_model2.rs_LinkedList--len_shared2-CoreProof.vpr,1,600889,0,0,600889,600889,600889,true,<no position>-timeout.error,boogieTime=600126
Ru2/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_LinkedList--lookup-CoreProof_model2.rs_LinkedList--lookup-CoreProof.vpr,1,601510,0,0,601510,601510,601510,true,<no position>-timeout.error,boogieTime=600134
Ru2/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_LinkedList--prepend-CoreProof_model2.rs_LinkedList--prepend-CoreProof.vpr,1,600804,0,0,600804,600804,600804,true,<no position>-timeout.error,boogieTime=600125
Ru2/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_LinkedList--prepend2-CoreProof_model2.rs_LinkedList--prepend2-CoreProof.vpr,0,26870,4407,16,21990,25952,32669,true,success,boogieTime=32088
Ru2/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_len-CoreProof_model2.rs_len-CoreProof.vpr,0,571,7,1,561,574,578,true,success,boogieTime=523
Ru2/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_main-CoreProof_model2.rs_main-CoreProof.vpr,0,565,4,0,561,562,572,true,success,boogieTime=538
Ru3/mendel/address_of.vpr,11,3136,16,0,3114,3143,3152,true,13297.10-assert.failed:assertion.false;15646.10-assert.failed:assertion.false;16352.10-assert.failed:assertion.false;16980.10-assert.failed:assertion.false;17524.10-assert.failed:assertion.false;18287.10-assert.failed:assertion.false;18984.10-assert.failed:assertion.false;19690.10-assert.failed:assertion.false;8349.10-assert.failed:assertion.false;8893.10-assert.failed:assertion.false;9581.10-assert.failed:assertion.false,boogieTime=1249
Ru3/mendel/arc.vpr,11,10453,12,0,10440,10451,10470,true,27137.10-assert.failed:assertion.false;29443.10-assert.failed:assertion.false;30021.10-assert.failed:assertion.false;30226.10-assert.failed:assertion.false;34638.10-assert.failed:assertion.false;34825.10-assert.failed:assertion.false;36315.10-assert.failed:assertion.false;37807.10-assert.failed:assertion.false;41046.10-assert.failed:assertion.false;41672.10-assert.failed:assertion.false;41847.10-assert.failed:assertion.false,boogieTime=5551
Ru3/mendel/arc_rwlock.vpr,12,47294,372,0,46978,47087,47817,true,108399.10-assert.failed:assertion.false;110872.10-assert.failed:assertion.false;118350.10-assert.failed:assertion.false;120573.10-assert.failed:assertion.false;122576.10-assert.failed:assertion.false;125030.10-assert.failed:assertion.false;75243.10-assert.failed:assertion.false;81798.10-assert.failed:assertion.false;90495.10-assert.failed:assertion.false;92309.10-assert.failed:assertion.false;92718.10-assert.failed:assertion.false;99675.10-assert.failed:assertion.false,boogieTime=33347
Ru3/mendel/assert_false.vpr,1,772,5,0,765,776,776,true,2879.10-assert.failed:assertion.false,boogieTime=561
Ru3/mendel/assignments.vpr,0,8614,46,0,8549,8644,8651,true,success,boogieTime=2521
Ru3/mendel/atomic.vpr,7,4085,16,0,4064,4087,4105,true,17906.10-assert.failed:assertion.false;18119.10-assert.failed:assertion.false;19124.10-assert.failed:assertion.false;20881.10-assert.failed:assertion.false;21038.10-assert.failed:assertion.false;21771.10-assert.failed:assertion.false;22650.10-assert.failed:assertion.false,boogieTime=1986
Ru3/mendel/blocked.vpr,1,1901,7,0,1894,1899,1911,true,11283.10-assert.failed:assertion.false,boogieTime=878
Ru3/mendel/borrow_enum_field.vpr,1,1678,3,0,1674,1678,1683,true,9438.10-assert.failed:assertion.false,boogieTime=784
Ru3/mendel/box.vpr,2,2398,19,0,2380,2390,2425,true,14484.10-assert.failed:assertion.false;15259.10-assert.failed:assertion.false,boogieTime=1081
Ru3/mendel/cell.vpr,14,8134,27,0,8095,8149,8158,true,26133.10-assert.failed:assertion.false;27995.10-assert.failed:assertion.false;28254.10-assert.failed:assertion.false;31177.10-assert.failed:assertion.false;31911.10-assert.failed:assertion.false;32966.10-assert.failed:assertion.false;34140.10-assert.failed:assertion.false;35806.10-assert.failed:assertion.false;36399.10-assert.failed:assertion.false;39695.10-assert.failed:assertion.false;40904.10-assert.failed:assertion.false;42001.10-assert.failed:assertion.false;42487.10-assert.failed:assertion.false;42977.10-assert.failed:assertion.false,boogieTime=3619
Ru3/mendel/check_calls.vpr,0,874,13,1,856,883,885,true,success,boogieTime=669
Ru3/mendel/check_unstable_calls.vpr,4,995,5,0,990,992,1003,true,3712.74-application.precondition:assertion.false;3733.74-application.precondition:assertion.false;3754.5-application.precondition:assertion.false;3775.5-application.precondition:assertion.false,boogieTime=702
Ru3/mendel/cond_blocked.vpr,3,1881,14,0,1863,1884,1897,true,8298.10-assert.failed:assertion.false;8552.10-assert.failed:assertion.false;9330.10-assert.failed:assertion.false,boogieTime=853
Ru3/mendel/demo_rw_workshop_2023.vpr,2,16396,21,0,16375,16387,16426,true,49325.10-assert.failed:assertion.false;51217.10-assert.failed:assertion.false,boogieTime=11467
Ru3/mendel/disallow_unsafe.vpr,0,576,3,0,572,577,580,true,success,boogieTime=495
Ru3/mendel/easy_rust_41_cell.vpr,1,2713,3,0,2710,2713,2718,true,15866.10-assert.failed:assertion.false,boogieTime=1361
Ru3/mendel/easy_rust_41_refcell.vpr,4,7432,20,0,7403,7445,7448,true,23531.10-assert.failed:assertion.false;26275.10-assert.failed:assertion.false;28199.10-assert.failed:assertion.false;30081.10-assert.failed:assertion.false,boogieTime=3978
Ru3/mendel/empty_enum.vpr,2,1178,3,0,1173,1179,1182,true,6392.10-assert.failed:assertion.false;6620.10-assert.failed:assertion.false,boogieTime=708
Ru3/mendel/empty_main.vpr,0,553,0,0,552,553,554,true,success,boogieTime=467
Ru3/mendel/enum_refs.vpr,1,4704,17,0,4680,4716,4718,true,31651.10-assert.failed:assertion.false,boogieTime=1728
Ru3/mendel/enums_refs.vpr,0,2569,12,0,2559,2561,2587,true,success,boogieTime=1037
Ru3/mendel/extern_spec.vpr,1,1151,4,0,1145,1153,1156,true,6420.10-assert.failed:assertion.false,boogieTime=684
Ru3/mendel/fields.vpr,3,1602,4,0,1597,1602,1609,true,9035.10-assert.failed:assertion.false;9564.10-assert.failed:assertion.false;9868.10-assert.failed:assertion.false,boogieTime=818
Ru3/mendel/frame_ref_addr.vpr,2,3861,5,0,3857,3859,3869,true,26231.10-assert.failed:assertion.false;28489.10-assert.failed:assertion.false,boogieTime=1629
Ru3/mendel/impure_contracts.vpr,2,790,3,0,787,788,795,true,2190.10-assert.failed:assertion.false;2502.10-assert.failed:assertion.false,boogieTime=594
Ru3/mendel/instance_id.vpr,5,2604,9,0,2596,2600,2618,true,11895.10-assert.failed:assertion.false;12267.10-assert.failed:assertion.false;12417.10-assert.failed:assertion.false;12421.10-assert.failed:assertion.false;13220.10-assert.failed:assertion.false,boogieTime=1506
Ru3/mendel/interior_mutability.vpr,0,1885,7,0,1879,1880,1896,true,success,boogieTime=892
Ru3/mendel/loops.vpr,1,701,4,0,695,704,705,true,2124.10-assert.failed:assertion.false,boogieTime=539
Ru3/mendel/matches.vpr,0,3057,16,0,3040,3054,3079,true,success,boogieTime=1169
Ru3/mendel/move_mut_ref.vpr,3,3421,9,0,3408,3428,3429,true,18730.10-assert.failed:assertion.false;19510.10-assert.failed:assertion.false;21015.10-assert.failed:assertion.false,boogieTime=1587
Ru3/mendel/mutex.vpr,4,15090,94,0,14994,15059,15219,true,36569.10-assert.failed:assertion.false;42992.10-assert.failed:assertion.false;46516.10-assert.failed:assertion.false;51969.10-assert.failed:assertion.false,boogieTime=9303
Ru3/mendel/mutex_inv.vpr,2,4325,15,0,4312,4316,4347,true,18705.10-assert.failed:assertion.false;19928.10-assert.failed:assertion.false,boogieTime=2468
Ru3/mendel/old_expressions.vpr,2,1921,9,0,1909,1924,1932,true,10790.10-assert.failed:assertion.false;11386.10-assert.failed:assertion.false,boogieTime=1010
Ru3/mendel/option.vpr,6,4954,5,0,4947,4956,4961,true,23262.10-assert.failed:assertion.false;23959.10-assert.failed:assertion.false;24576.10-assert.failed:assertion.false;25729.10-assert.failed:assertion.false;27722.10-assert.failed:assertion.false;28614.10-assert.failed:assertion.false,boogieTime=2565
Ru3/mendel/overflow_in_old.vpr,0,1231,6,0,1224,1229,1240,true,success,boogieTime=730
Ru3/mendel/owns_local.vpr,8,3944,20,0,3924,3938,3972,true,12800.10-assert.failed:assertion.false;13774.10-assert.failed:assertion.false;15246.10-assert.failed:assertion.false;15346.10-assert.failed:assertion.false;15448.10-assert.failed:assertion.false;16926.10-assert.failed:assertion.false;17026.10-assert.failed:assertion.false;17128.10-assert.failed:assertion.false,boogieTime=2028
Ru3/mendel/pledges.vpr,9,4145,7,0,4135,4149,4153,true,18096.10-assert.failed:assertion.false;18332.10-assert.failed:assertion.false;19431.10-assert.failed:assertion.false;20246.10-assert.failed:assertion.false;20999.10-assert.failed:assertion.false;21597.10-assert.failed:assertion.false;22992.10-assert.failed:assertion.false;23295.10-assert.failed:assertion.false;23679.10-assert.failed:assertion.false,boogieTime=2080
Ru3/mendel/private_references.vpr,2,1790,6,0,1784,1789,1799,true,11003.10-assert.failed:assertion.false;9875.10-assert.failed:assertion.false,boogieTime=894
Ru3/mendel/pure_address.vpr,1,1025,6,0,1016,1029,1032,true,5240.10-assert.failed:assertion.false,boogieTime=640
Ru3/mendel/pure_contracts.vpr,2,1045,2,0,1042,1045,1049,true,4119.74-application.precondition:assertion.false;4384.74-application.precondition:assertion.false,boogieTime=690
Ru3/mendel/pure_functions.vpr,3,2092,3,0,2089,2090,2097,true,10599.74-application.precondition:assertion.false;8697.10-assert.failed:assertion.false;9483.10-assert.failed:assertion.false,boogieTime=1274
Ru3/mendel/raw_pointer.vpr,0,1146,3,0,1143,1145,1151,true,success,boogieTime=666
Ru3/mendel/rc.vpr,10,47427,54,0,47351,47461,47471,true,28202.10-assert.failed:assertion.false;28389.10-assert.failed:assertion.false;29800.10-assert.failed:assertion.false;31276.10-assert.failed:assertion.false;45633.10-assert.failed:assertion.false;48486.10-assert.failed:assertion.false;49287.10-assert.failed:assertion.false;52447.10-assert.failed:assertion.false;54447.10-assert.failed:assertion.false;55230.10-assert.failed:assertion.false,boogieTime=40135
Ru3/mendel/refcell.vpr,7,16328,115,0,16167,16382,16435,true,40856.10-assert.failed:assertion.false;41422.10-assert.failed:assertion.false;44717.10-assert.failed:assertion.false;46373.10-assert.failed:assertion.false;47574.10-assert.failed:assertion.false;51871.10-assert.failed:assertion.false;55368.10-assert.failed:assertion.false,boogieTime=9702
Ru3/mendel/simple_types.vpr,0,880,2,0,878,880,883,true,success,boogieTime=569
Ru3/mendel/unsafe_cell.vpr,0,903,5,0,897,902,911,true,success,boogieTime=593
Ru3/mendel/unsafe_in_pure.vpr,0,590,0,0,589,590,591,true,success,boogieTime=489
Ru3/mendel/unsafecell.vpr,3,3723,12,0,3709,3721,3740,true,18496.10-assert.failed:assertion.false;18831.10-assert.failed:assertion.false;20395.10-assert.failed:assertion.false,boogieTime=1854
Ru3/mendel/unstable_functions.vpr,3,1829,6,0,1824,1826,1838,true,10023.10-assert.failed:assertion.false;10392.10-assert.failed:assertion.false;9097.10-assert.failed:assertion.false,boogieTime=966
Ru3/mendel/verus_cell.vpr,1,4690,14,0,4676,4686,4710,true,25281.10-assert.failed:assertion.false,boogieTime=2192
Ru3/mendel/verus_ptr.vpr,3,9513,65,0,9421,9552,9567,true,40594.10-assert.failed:assertion.false;43505.10-assert.failed:assertion.false;44562.10-assert.failed:assertion.false,boogieTime=5190
Ru3/mendel/zero_size_types.vpr,1,1589,2,0,1585,1590,1592,true,10000.10-assert.failed:assertion.false,boogieTime=764
SC/2vyper/no_resources/testsresourcesexamplesERC20.vy.vpr,0,3458,5,0,3452,3457,3465,true,success,boogieTime=1531
SC/2vyper/no_resources/testsresourcesexamplesERC721.vy.vpr,0,5572,18,0,5554,5567,5597,true,success,boogieTime=2329
SC/2vyper/no_resources/testsresourcesexamplesEtherKing.vy.vpr,0,1703,1,0,1702,1703,1706,true,success,boogieTime=950
SC/2vyper/no_resources/testsresourcesexamplessafe_remote_purchase.vy.vpr,0,1784,9,0,1774,1784,1796,true,success,boogieTime=992
SC/2vyper/no_resources/testsresourcesexamplesserenuscoin.vy.vpr,0,4003,1,0,4002,4003,4006,true,success,boogieTime=1890
SC/2vyper/no_resources/testsresourceslanguageinter_contractverxicoico.vy.vpr,0,4783,4,0,4779,4781,4790,true,success,boogieTime=2161
SC/2vyper/no_resources/testsresourceslanguageinter_contractverxmanamana_crowdsale.vy.vpr,0,2789,0,0,2788,2789,2790,true,success,boogieTime=1422
SC/2vyper/no_resources/testsresourceslanguageinter_contractverxoverviewcrowdsale.vy.vpr,0,3610,5,0,3605,3609,3617,true,success,boogieTime=1741
SCR/2vyper/resources/VerifyThis_Casino.vpr,0,5275,23,0,5243,5284,5298,true,success,boogieTime=1813
SCR/2vyper/resources/testsresourcesallocationERC1363ERC1363_alloc.vy.vpr,0,11236,96,0,11155,11182,11371,true,success,boogieTime=4599
SCR/2vyper/resources/testsresourcesallocationERC20ERC20_alloc.vy.vpr,0,5977,6,0,5973,5973,5987,true,success,boogieTime=2192
SCR/2vyper/resources/testsresourcesallocationERC20IERC20_impl_alloc.vy.vpr,0,6701,19,0,6677,6702,6724,true,success,boogieTime=2863
SCR/2vyper/resources/testsresourcesallocationERC721_alloc.vy.vpr,0,7721,6,0,7715,7718,7730,true,success,boogieTime=2756
